Source File	English Term	Bulgarian Term	Justification
neurology_ischemic stroke_9_BGgpt_terms_EN_BG.txt	Physical Examination	Обективно състояние / Статус	Standard Bulgarian medical term for patient's physical condition upon examination.
neurology_ischemic stroke_9_BGgpt_terms_EN_BG.txt	Neurological Examination	Неврологичен статус	Standard Bulgarian medical term for neurological assessment.
neurology_ischemic stroke_9_BGgpt_terms_EN_BG.txt	Diagnostic Workup	Диагностично уточняване / Допълнителни изследвания	Standard Bulgarian medical terms for the process of performing tests to confirm a diagnosis.
neurology_ischemic stroke_9_BGgpt_terms_EN_BG.txt	Hospital Course	Ход на лечението	Standard Bulgarian medical term for the patient's hospital stay and treatment.
neurology_ischemic stroke_9_BGgpt_terms_EN_BG.txt	Discharge Instructions	Препоръки и заключение	Standard Bulgarian medical term for patient instructions and recommendations at discharge.
neurology_ischemic stroke_9_BGgpt_terms_EN_BG.txt	Follow-up	Проследяване	Standard Bulgarian medical term for subsequent medical appointments.
neurology_ischemic stroke_9_BGgpt_terms_EN_BG.txt	Ischemic Stroke	Исхемичен мозъчен инсулт	Standard Bulgarian medical term for a type of stroke caused by a blockage.
neurology_ischemic stroke_9_BGgpt_terms_EN_BG.txt	tPA (tissue plasminogen activator)	tPA (тъканен плазминогенен активатор)	Standard Bulgarian abbreviation and term for the medication.
neurology_ischemic stroke_9_BGgpt_terms_EN_BG.txt	NIHSS (National Institutes of Health Stroke Scale)	NIHSS (Скала на Националните здравни институти за оценка на мозъчен инсулт)	Standard Bulgarian abbreviation and full term for the stroke severity scale.
neurology_ischemic stroke_9_BGgpt_terms_EN_BG.txt	Carotid Duplex Ultrasound	Дуплекс ехография на сънните артерии	Standard Bulgarian medical term for the procedure.
neurology_ischemic stroke_9_BGgpt_terms_EN_BG.txt	Echocardiogram	Ехокардиография	Standard Bulgarian medical term for the procedure.
neurology_ischemic stroke_9_BGgpt_terms_EN_BG.txt	Dual antiplatelet therapy	Двойна антитромбоцитна терапия	Standard Bulgarian medical term for the treatment regimen.
traumatology_ankle fractures_0_BGgpt_terms_EN_BG.txt	Patient Discharge Summary	Епикриза	Standard Bulgarian medical term for clinical document.
traumatology_ankle fractures_0_BGgpt_terms_EN_BG.txt	Diagnosis	Диагноза	Standard Bulgarian medical term for patient diagnosis.
traumatology_ankle fractures_0_BGgpt_terms_EN_BG.txt	Bilateral Ankle Fractures	Двустранни фрактури на глезенните стави	Standard Bulgarian medical term for fractures on both ankles.
traumatology_ankle fractures_0_BGgpt_terms_EN_BG.txt	Maisonneuve fracture	Фрактура на Мезоньов	Standard Bulgarian medical term for this specific type of fracture.
traumatology_ankle fractures_0_BGgpt_terms_EN_BG.txt	High-impact fall	Високоенергийна травма след падане	Commonly used and understood term for this type of injury mechanism.
traumatology_ankle fractures_0_BGgpt_terms_EN_BG.txt	Swelling	Оток	Standard Bulgarian medical term for fluid accumulation.
traumatology_ankle fractures_0_BGgpt_terms_EN_BG.txt	Bruising	Хематом / синина	Standard Bulgarian medical term for discoloration due to blood under the skin.
traumatology_ankle fractures_0_BGgpt_terms_EN_BG.txt	Ottawa ankle rules	Правила на Отава за глезен	Standard Bulgarian medical term for assessment guidelines.
traumatology_ankle fractures_0_BGgpt_terms_EN_BG.txt	Diagnostic Imaging	Образна диагностика	Standard Bulgarian medical term for imaging studies.
traumatology_ankle fractures_0_BGgpt_terms_EN_BG.txt	X-ray	Рентгенография	Standard Bulgarian medical term for this imaging modality.
traumatology_ankle fractures_0_BGgpt_terms_EN_BG.txt	Anteroposterior view	Предно-задна проекция	Standard Bulgarian medical term for this imaging view.
traumatology_ankle fractures_0_BGgpt_terms_EN_BG.txt	Lateral view	Странична проекция	Standard Bulgarian medical term for this imaging view.
traumatology_ankle fractures_0_BGgpt_terms_EN_BG.txt	Mortise view	Мортизна проекция	Standard Bulgarian medical term for this imaging view.
traumatology_ankle fractures_0_BGgpt_terms_EN_BG.txt	Medial malleolus	Медиален малеол	Standard Bulgarian medical term for the inner ankle bone.
traumatology_ankle fractures_0_BGgpt_terms_EN_BG.txt	Lateral malleolus	Латерален малеол	Standard Bulgarian medical term for the outer ankle bone.
traumatology_ankle fractures_0_BGgpt_terms_EN_BG.txt	Fibula	Фибула	Standard Bulgarian medical term for the smaller bone of the lower leg.
traumatology_ankle fractures_0_BGgpt_terms_EN_BG.txt	Tibiotalar subluxation	Тибиоталарна сублоксация	Standard Bulgarian medical term for partial dislocation of the ankle joint.
traumatology_ankle fractures_0_BGgpt_terms_EN_BG.txt	Deltoid ligament injury	Увреждане на делтовидния лигамент	Standard Bulgarian medical term for injury of this ligament.
traumatology_ankle fractures_0_BGgpt_terms_EN_BG.txt	Ankle joint instability	Нестабилност на глезенната става	Standard Bulgarian medical term for this condition.
traumatology_ankle fractures_0_BGgpt_terms_EN_BG.txt	Syndesmosis injury	Увреждане на синдесмозата	Standard Bulgarian medical term for injury of the joint between the tibia and fibula.
traumatology_ankle fractures_0_BGgpt_terms_EN_BG.txt	Open Reduction and Internal Fixation (ORIF)	Открита репозиция и вътрешна фиксация (ОРИФ)	Standard Bulgarian medical abbreviation and term for this surgical procedure.
traumatology_ankle fractures_0_BGgpt_terms_EN_BG.txt	Post-operative care	Следоперативни грижи	Standard Bulgarian medical term for post-surgery care.
traumatology_ankle fractures_0_BGgpt_terms_EN_BG.txt	Immobilization	Имобилизация	Standard Bulgarian medical term for restricting movement.
traumatology_ankle fractures_0_BGgpt_terms_EN_BG.txt	Walking boot	"Обувка тип ""ботуш"""	Commonly used term for this type of footwear.
traumatology_ankle fractures_0_BGgpt_terms_EN_BG.txt	Cast	Гипсова имобилизация / гипс	Standard Bulgarian medical term for plaster cast.
traumatology_ankle fractures_0_BGgpt_terms_EN_BG.txt	Post-operative antibiotics	Следоперативни антибиотици	Standard Bulgarian medical term for antibiotics given after surgery.
traumatology_ankle fractures_0_BGgpt_terms_EN_BG.txt	Cefazolin	Цефазолин	Standard Bulgarian medical term for this antibiotic.
traumatology_ankle fractures_0_BGgpt_terms_EN_BG.txt	Intravenous (IV)	Интравенозно (i.v.)	Standard Bulgarian medical abbreviation and term for this route of administration.
traumatology_ankle fractures_0_BGgpt_terms_EN_BG.txt	Pain management	Обезболяване	Standard Bulgarian medical term for pain control.
traumatology_ankle fractures_0_BGgpt_terms_EN_BG.txt	Oxycodone	Оксикодон	Standard Bulgarian medical term for this medication.
traumatology_ankle fractures_0_BGgpt_terms_EN_BG.txt	Physical therapy	Физиотерапия / рехабилитация	Standard Bulgarian medical term for rehabilitation.
traumatology_ankle fractures_0_BGgpt_terms_EN_BG.txt	Range-of-motion exercises	Упражнения за обем на движение	Standard Bulgarian medical term for this type of exercise.
traumatology_ankle fractures_0_BGgpt_terms_EN_BG.txt	Weight-bearing	Натоварване на крайника	Standard Bulgarian medical term for putting weight on a limb.
traumatology_ankle fractures_0_BGgpt_terms_EN_BG.txt	Wound care	Грижи за раната	Standard Bulgarian medical term for wound management.
traumatology_ankle fractures_0_BGgpt_terms_EN_BG.txt	Dietary	Хранителен режим	Standard Bulgarian medical term for diet.
traumatology_ankle fractures_0_BGgpt_terms_EN_BG.txt	Vitamin D	Витамин D	Standard Bulgarian medical term for this vitamin.
traumatology_ankle fractures_0_BGgpt_terms_EN_BG.txt	Prognosis	Прогноза	Standard Bulgarian medical term for expected outcome.
traumatology_ankle fractures_0_BGgpt_terms_EN_BG.txt	Arthritis	Артрит	Standard Bulgarian medical term for joint inflammation.
traumatology_ankle fractures_0_BGgpt_terms_EN_BG.txt	Recurrent fractures	Повтарящи се фрактури	Standard Bulgarian medical term for repeated fractures.
traumatology_ankle fractures_10_BGgpt_terms_EN_BG.txt	Myocardial Infarction	Миокарден инфаркт	Standard Bulgarian medical term for heart attack.
traumatology_ankle fractures_10_BGgpt_terms_EN_BG.txt	Hypertension	Хипертония	Commonly used and understood term for high blood pressure.
traumatology_ankle fractures_10_BGgpt_terms_EN_BG.txt	Patient Discharge Summary	Епикриза	Standard Bulgarian medical term for clinical document.
traumatology_ankle fractures_10_BGgpt_terms_EN_BG.txt	Physical Examination	Обективно състояние / статус	Standard Bulgarian medical term for patient status
traumatology_ankle fractures_10_BGgpt_terms_EN_BG.txt	Follow-Up and Recommendations	Препоръки и заключение	Standard Bulgarian medical term for patient instructions and recommendations
traumatology_ankle fractures_10_BGgpt_terms_EN_BG.txt	Treatment and Management	Лечебно-диагностичен план и ход на лечението	Standard Bulgarian medical term for patient treatment during the hospital stay
traumatology_ankle fractures_10_BGgpt_terms_EN_BG.txt	Hospital Course	Лечебно-диагностичен план и ход на лечението	Standard Bulgarian medical term for patient treatment during the hospital stay
traumatology_ankle fractures_10_BGgpt_terms_EN_BG.txt	Discharge Instructions	Препоръки и заключение	Standard Bulgarian medical term for patient instructions and recommendations
traumatology_ankle fractures_10_BGgpt_terms_EN_BG.txt	Chief Complaint	Основни оплаквания	Standard Bulgarian medical term for patient complaint
traumatology_ankle fractures_10_BGgpt_terms_EN_BG.txt	Fracture	Фрактура	Standard Bulgarian medical term for bone fracture.
traumatology_ankle fractures_10_BGgpt_terms_EN_BG.txt	Open Reduction with Internal Fixation (ORIF)	Отворена репозиция и вътрешна фиксация (ОРИФ)	Standard Bulgarian medical term for the surgical procedure.
traumatology_ankle fractures_10_BGgpt_terms_EN_BG.txt	Talar subluxation	Подналуксaция на талуса	Standard Bulgarian medical term for subtalar dislocation.
traumatology_ankle fractures_10_BGgpt_terms_EN_BG.txt	Deltoid ligament injury	Увреждане на делтовидния лигамент	Standard Bulgarian medical term for deltoid ligament injury.
traumatology_ankle fractures_10_BGgpt_terms_EN_BG.txt	Ankle joint instability	Нестабилност на глезенната става	Standard Bulgarian medical term for ankle joint instability.
traumatology_ankle fractures_10_BGgpt_terms_EN_BG.txt	Peroneal nerve	Перонеалeн нерв	Standard Bulgarian medical term for peroneal nerve.
traumatology_ankle fractures_10_BGgpt_terms_EN_BG.txt	Venous thromboembolism (VTE)	Венозен тромбоемболизъм (ВТЕ)	Standard Bulgarian medical term for venous thromboembolism.
traumatology_ankle fractures_10_BGgpt_terms_EN_BG.txt	Range of motion exercises	Упражнения за обем на движение	Standard Bulgarian medical term for range of motion exercises.
traumatology_ankle fractures_10_BGgpt_terms_EN_BG.txt	Post-traumatic arthritis	Посттравматичен артрит	Standard Bulgarian medical term for post-traumatic arthritis.
traumatology_ankle fractures_10_BGgpt_terms_EN_BG.txt	Subcutaneous	Подкожно	Standard Bulgarian medical term for subcutaneous.
traumatology_ankle fractures_10_BGgpt_terms_EN_BG.txt	Low-molecular-weight heparin	Нисъкoмолекулен хепарин	Standard Bulgarian medical term for low-molecular-weight heparin.
traumatology_ankle fractures_10_BGgpt_terms_EN_BG.txt	Ankle x-rays	Рентгенографии на глезен	Standard Bulgarian medical term for x-rays performed on the ankle.
traumatology_ankle fractures_10_BGgpt_terms_EN_BG.txt	Crutches	Патерици	Standard Bulgarian medical term for crutches.
traumatology_ankle fractures_11_BGgpt_terms_EN_BG.txt	Ankle fracture	Фрактура на глезенната става/Фрактура на глезена	Standard Bulgarian medical term.
traumatology_ankle fractures_11_BGgpt_terms_EN_BG.txt	Maisonneuve fracture	Фрактура на Мейсонöв тип	Standard Bulgarian medical term.
traumatology_ankle fractures_11_BGgpt_terms_EN_BG.txt	Medial malleolus	Медиален малеол	Standard Bulgarian medical term.
traumatology_ankle fractures_11_BGgpt_terms_EN_BG.txt	Lateral malleolus	Латерален малеол	Standard Bulgarian medical term.
